district,post_office,postal_code,post_office_type,Country
Lamjung,Maling,33602,A.P.O.,Nepal
Lamjung,Sundar Bazar,33603,A.P.O.,Nepal
Lamjung,Sotipasal,33604,A.P.O.,Nepal
Lamjung,Kunchha,33605,A.P.O.,Nepal
Lamjung,Gilung,33606,A.P.O.,Nepal
Lamjung,Khudi,33607,A.P.O.,Nepal
Lamjung,Phaliyasanghu,33608,A.P.O.,Nepal
Lamjung,Bharate,33609,A.P.O.,Nepal
Lamjung,Gaunda,33610,A.P.O.,Nepal
Lamjung,Tarkughat,33611,A.P.O.,Nepal
Mahottari,Mahottari,45700,D.P.O.,Nepal
Mahottari,Bardibash,45701,A.P.O.,Nepal
Mahottari,Bhangaha,45702,A.P.O.,Nepal
Mahottari,Loharpatti,45703,A.P.O.,Nepal
Mahottari,Pipara,45704,A.P.O.,Nepal
Mahottari,Matihani,45705,A.P.O.,Nepal
Mahottari,Ramgopalpur,45707,A.P.O.,Nepal
Mahottari,Balawa,45708,A.P.O.,Nepal
Mahottari,Laxminiya,45710,A.P.O.,Nepal
Mahottari,Gaushala,45711,A.P.O.,Nepal
Mahottari,Shreepur,45712,A.P.O.,Nepal
Mahottari,Samsi,45713,A.P.O.,Nepal
Mahottari,Manara,45714,A.P.O.,Nepal
Makabanpur,Hatiya,44103,A.P.O.,Nepal
Makabanpur,Aambhanjyang,44104,A.P.O.,Nepal
Makabanpur,Manahari,44106,A.P.O.,Nepal
Makabanpur,Basamadi,44108,A.P.O.,Nepal
Makabanpur,Markhu,44113,A.P.O.,Nepal
Makabanpur,Makawanpur,44100,A.P.O.,Nepal
Makabanpur,Phaparbari,44101,A.P.O.,Nepal
Makabanpur,Ritha Chhatibwn,44102,A.P.O.,Nepal
Makabanpur,Hetauda I.A.,44107,A.P.O.,Nepal
Makabanpur,Palung,44110,A.P.O.,Nepal
Makabanpur,Bhainse,44111,A.P.O.,Nepal
Makabanpur,Bhimphedi,44112,A.P.O.,Nepal
Manang,Manang,33500,D.P.O.,Nepal
Manang,Pisang,33502,A.P.O.,Nepal
Manang,Bhakra,33503,A.P.O.,Nepal
Manang,Mathillo Manang,33504,A.P.O.,Nepal
Manang,Nar,33507,A.P.O.,Nepal
Manang,Dharapani,33509,A.P.O.,Nepal
Morang,Morang,56600,D.P.O.,Nepal
Morang,Chunimari,56601,A.P.O.,Nepal
Morang,Rangeli,56602,A.P.O.,Nepal
Morang,Sanischare,56603,A.P.O.,Nepal
Morang,Urlabari,56604,A.P.O.,Nepal
Morang,Madhumalla,56605,A.P.O.,Nepal
Morang,Bayarban,56606,A.P.O.,Nepal
Morang,Sorabhag,56607,A.P.O.,Nepal
Morang,Dadarberiya,56608,A.P.O.,Nepal
Morang,Letang,56609,A.P.O.,Nepal
Morang,Kerabari,56610,A.P.O.,Nepal
Morang,Haraincha,56611,A.P.O.,Nepal
Morang,Bhaudaha,56612,A.P.O.,Nepal
Morang,Biratnagar Bazar,56613,A.P.O.,Nepal
Morang,Rani Sikiyahi,56614,A.P.O.,Nepal
Morang,Jhorahat,56615,A.P.O.,Nepal
Morang,Banigama,56616,A.P.O.,Nepal
Morang,Bansbari,56617,A.P.O.,Nepal
Mugu,Mugu,21100,D.P.O.,Nepal
Mugu,Rowa,21102,A.P.O.,Nepal
Mugu,Pulu,21103,A.P.O.,Nepal
Mugu,Sorubarma,21105,A.P.O.,Nepal
Mugu,Rara,21106,A.P.O.,Nepal
Mugu,Sukhadhik,21107,A.P.O.,Nepal
Mugu,Gumtha,21109,A.P.O.,Nepal
Mugu,Dhainkot,21110,A.P.O.,Nepal
Mustang,Mustang,33100,D.P.O.,Nepal
Mustang,Marpha,33102,A.P.O.,Nepal
Mustang,Kagbeni,33103,A.P.O.,Nepal
Mustang,Charang,33104,A.P.O.,Nepal
Mustang,Mustang,33105,D.P.O.,Nepal
Mustang,Chhoser,33106,A.P.O.,Nepal
Mustang,Muktinath,33107,A.P.O.,Nepal
Mustang,Lete,33108,A.P.O.,Nepal
Mustang,Thak Tukuche,33109,A.P.O.,Nepal
Myagdi,Myagdi,33200,D.P.O.,Nepal
Myagdi,Xyamarukot,33202,A.P.O.,Nepal
Myagdi,Galeswor,33203,A.P.O.,Nepal
Myagdi,Rakhu Bhagawati,33204,A.P.O.,Nepal
Myagdi,Sikha,33205,A.P.O.,Nepal
Myagdi,Dana,33206,A.P.O.,Nepal
Myagdi,Babiyachaur,33207,A.P.O.,Nepal
Myagdi,Darbang,33208,A.P.O.,Nepal
Myagdi,Pakhapani,33209,A.P.O.,Nepal
Myagdi,Takam,33210,A.P.O.,Nepal
Myagdi,Lulang,33211,A.P.O.,Nepal
Nawalparasi,Nawalparasi,33000,D.P.O.,Nepal
Nawalparasi,Rakuwa,33001,A.P.O.,Nepal
Nawalparasi,Bulingtar,33002,A.P.O.,Nepal
Nawalparasi,Gaindakot,33003,A.P.O.,Nepal
Nawalparasi,Dumkauli,33004,A.P.O.,Nepal
Nawalparasi,Shergunj,33005,A.P.O.,Nepal
Nawalparasi,Naya Belhani,33006,A.P.O.,Nepal
Nawalparasi,Tribeni,33007,A.P.O.,Nepal
Nawalparasi,Semari,33008,A.P.O.,Nepal
Nawalparasi,Guthi persauni,33009,A.P.O.,Nepal
Nawalparasi,Bhujahawa,33010,A.P.O.,Nepal
Nawalparasi,Makar,33011,A.P.O.,Nepal
Nawalparasi,Tilakpur,33012,A.P.O.,Nepal
Nawalparasi,Maheshpur,33013,A.P.O.,Nepal
Nawalparasi,Sunawal,33015,A.P.O.,Nepal
Nawalparasi,Pithauli,33016,A.P.O.,Nepal
Nuwakot,Nuwakot,44900,D.P.O.,Nepal
Nuwakot,Thansingh,44902,A.P.O.,Nepal
Nuwakot,Ranipauwa,44903,A.P.O.,Nepal
Nuwakot,Taruka,44905,A.P.O.,Nepal
Nuwakot,Deurali,44906,A.P.O.,Nepal
Nuwakot,Kahule,44907,A.P.O.,Nepal
Nuwakot,Nuwakot,44908,D.P.O.,Nepal
Nuwakot,Chokade,44909,A.P.O.,Nepal
Nuwakot,Kharanitar,44910,A.P.O.,Nepal
Nuwakot,Bhadratar,44911,A.P.O.,Nepal
Nuwakot,Ramabati,44912,A.P.O.,Nepal
Nuwakot,Rautbesi,44913,A.P.O.,Nepal
Nuwakot,Pokharichapadanda,44914,A.P.O.,Nepal
Nuwakot,Devighat,44915,A.P.O.,Nepal
Okhaldhunga,Okhaldhunga,56100,D.P.O.,Nepal
Okhaldhunga,Khani Bhanjyang,56101,A.P.O.,Nepal
Okhaldhunga,Rumjatar,56102,A.P.O.,Nepal
Okhaldhunga,Rampur,56104,A.P.O.,Nepal
Okhaldhunga,Bigutar,56105,A.P.O.,Nepal
Okhaldhunga,Khiji Phalate,56106,A.P.O.,Nepal
Okhaldhunga,Gamanangtar,56107,A.P.O.,Nepal
Okhaldhunga,Ghorakhori,56108,A.P.O.,Nepal
Okhaldhunga,Chyanam,56109,A.P.O.,Nepal
Okhaldhunga,Mane Bhanjyang,56110,A.P.O.,Nepal
Okhaldhunga,Moli,56111,A.P.O.,Nepal
Okhaldhunga,Ragani,56112,A.P.O.,Nepal
Palpa,Palpa,32500,D.P.O.,Nepal
Palpa,Sahalkot,32501,A.P.O.,Nepal
Palpa,Rampur,32502,A.P.O.,Nepal
Palpa,Hungi,32503,A.P.O.,Nepal
Palpa,Jalpa,32504,A.P.O.,Nepal
Palpa,Tahu,32505,A.P.O.,Nepal
Palpa,Jhadewa,32506,A.P.O.,Nepal
Palpa,Aryabhanjyang,32507,A.P.O.,Nepal
Palpa,Madanpokhara,32508,A.P.O.,Nepal
Palpa,Khasyauli,32509,A.P.O.,Nepal
Palpa,Argali,32510,A.P.O.,Nepal
Palpa,Chhahara,32511,A.P.O.,Nepal
Palpa,Palungmainadi,32512,A.P.O.,Nepal
Palpa,Baldengadi,32513,A.P.O.,Nepal
Panchthar,Panchthar,57400,D.P.O.,Nepal
Panchthar,Chyangthapu,57401,A.P.O.,Nepal
Panchthar,Ambarpur,57402,A.P.O.,Nepal
Panchthar,Namluwa,57403,A.P.O.,Nepal
Panchthar,Yangnam,57404,A.P.O.,Nepal
Panchthar,Nawamidanda,57406,A.P.O.,Nepal
Panchthar,Mehelbote,57407,A.P.O.,Nepal
Panchthar,Yasok,57408,A.P.O.,Nepal
Panchthar,Mauwa,57409,A.P.O.,Nepal
Panchthar,Rabi,57410,A.P.O.,Nepal
Panchthar,Limba,57411,A.P.O.,Nepal
Panchthar,Medibung,57412,A.P.O.,Nepal
Parbat,Parbat,33400,D.P.O.,Nepal
Parbat,Salija,33401,A.P.O.,Nepal
Parbat,Khurkot,33402,A.P.O.,Nepal
Parbat,Deurali,33403,A.P.O.,Nepal
Parbat,Thulipokhari,33405,A.P.O.,Nepal
Parbat,Karkineta,33406,A.P.O.,Nepal
Parbat,Devisthan,33407,A.P.O.,Nepal
Parbat,Bachchha,33408,A.P.O.,Nepal
Parbat,Lankhudeurali,33409,A.P.O.,Nepal
Parbat,Hubas,33410,A.P.O.,Nepal
Parbat,Khor Pokhara,33411,A.P.O.,Nepal
Parbat,Setibeni,33412,A.P.O.,Nepal
Parsa,Parsa,44300,D.P.O.,Nepal
Parsa,Aadarshanagar,44301,A.P.O.,Nepal
Parsa,Parbanipur,44303,A.P.O.,Nepal
Parsa,Bindabasini,44304,A.P.O.,Nepal
Parsa,Bahuari Pidari,44305,A.P.O.,Nepal
Parsa,Shirsiya Khalwatola,44306,A.P.O.,Nepal
Parsa,Biruwaguthi,44307,A.P.O.,Nepal
Parsa,Pakahamainpur,44308,A.P.O.,Nepal
Parsa,Phokhariya,44309,A.P.O.,Nepal
Parsa,Ranigunj,44310,A.P.O.,Nepal
Parsa,Paterwa Sugauli,44311,A.P.O.,Nepal
Parsa,Viswa,44312,A.P.O.,Nepal
Parsa,Janakitol,44313,A.P.O.,Nepal
Parsa,Jeetpur,44314,A.P.O.,Nepal
Parsa,Thori,44315,A.P.O.,Nepal
Pyuthan,Pyuthan,22300,D.P.O.,Nepal
Pyuthan,Dakhaquadi,22301,A.P.O.,Nepal
Pyuthan,Bhingri,22303,A.P.O.,Nepal
Pyuthan,Wangesal,22304,A.P.O.,Nepal
Pyuthan,Baraula,22305,A.P.O.,Nepal
Pyuthan,Majuwa,22307,A.P.O.,Nepal
Pyuthan,Machchhi,22308,A.P.O.,Nepal
Pyuthan,Thulabesi,22309,A.P.O.,Nepal
Pyuthan,Lungbahane,22310,A.P.O.,Nepal
Pyuthan,Bijuwar,22311,A.P.O.,Nepal
Pyuthan,Naya Gaun,22312,A.P.O.,Nepal
Ramechhap,Ramechhap,45400,D.P.O.,Nepal
Ramechhap,Those,45401,A.P.O.,Nepal
Ramechhap,Duragaun,45402,A.P.O.,Nepal
Ramechhap,Betali,45403,A.P.O.,Nepal
Ramechhap,Khimti,45404,A.P.O.,Nepal
Ramechhap,Saghutar,45405,A.P.O.,Nepal
Ramechhap,Kathjor,45406,A.P.O.,Nepal
Ramechhap,Puranagaun,45408,A.P.O.,Nepal
Ramechhap,Doramba,45409,A.P.O.,Nepal
Ramechhap,Hiledevi,45410,A.P.O.,Nepal
Ramechhap,Bhirpani,45411,A.P.O.,Nepal
Rasuwa,Rasuwa,45000,D.P.O.,Nepal
Rasuwa,Dhaibung,45003,A.P.O.,Nepal
Rasuwa,Ramkali,45004,A.P.O.,Nepal
Rasuwa,Rasuwa,45007,D.P.O.,Nepal
Rasuwa,Syaphru Besi,45009,A.P.O.,Nepal
Rautahat,Rautahat,44500,D.P.O.,Nepal
Rautahat,Saruatha,44502,A.P.O.,Nepal
Rautahat,Pipra bazar,44503,A.P.O.,Nepal
Rautahat,Madhopur,44504,A.P.O.,Nepal
Rautahat,Rajpurpharahadawa,44506,A.P.O.,Nepal
Rautahat,Patharabudhram,44508,A.P.O.,Nepal
Rautahat,Sitalpur,44509,A.P.O.,Nepal
Rautahat,Shivanagar,44510,A.P.O.,Nepal
Rautahat,Laxminiya,44511,A.P.O.,Nepal
Rautahat,Katahariya,44512,A.P.O.,Nepal
Rautahat,Samanpur,44513,A.P.O.,Nepal
Rautahat,Chandra Nigahapur,44515,A.P.O.,Nepal
Rolpa,Rolpa,22100,D.P.O.,Nepal
Rolpa,Khungri,22102,A.P.O.,Nepal
Rolpa,Sirpa,22103,A.P.O.,Nepal
Rolpa,Thawang,22106,A.P.O.,Nepal
Rolpa,Himtakura,22107,A.P.O.,Nepal
Rolpa,Ghartigaun,22108,A.P.O.,Nepal
Rolpa,Nerpa,22110,A.P.O.,Nepal
Rolpa,Dahaban,22111,A.P.O.,Nepal
Rolpa,Shulichaur,22112,A.P.O.,Nepal
Rolpa,Jhenam (Holeri),22113,A.P.O.,Nepal
Rukum,Rukum,22000,D.P.O.,Nepal
Rukum,Rukumkot,22002,A.P.O.,Nepal
Rukum,Riwangchaur,22004,A.P.O.,Nepal
Rukum,Kol,22005,A.P.O.,Nepal
Rukum,Peugha,22007,A.P.O.,Nepal
Rukum,Chaurjahari,22008,A.P.O.,Nepal
Rukum,Simli,22009,A.P.O.,Nepal
Rukum,Radijyula,22010,A.P.O.,Nepal
Rukum,Baphikot,22011,A.P.O.,Nepal
Rupandehi,Rupandehi,32900,D.P.O.,Nepal
Rupandehi,Siktahan,32901,A.P.O.,Nepal
Rupandehi,Dhakadhai,32902,A.P.O.,Nepal
Rupandehi,Manigram,32903,A.P.O.,Nepal
Rupandehi,Kotihawa,32904,A.P.O.,Nepal
Rupandehi,Thutipipal,32905,A.P.O.,Nepal
Rupandehi,Butwal,32907,A.P.O.,Nepal
Rupandehi,Parroha,32908,A.P.O.,Nepal
Rupandehi,Sauraha Pharsa,32909,A.P.O.,Nepal
Rupandehi,Amuwa,32910,A.P.O.,Nepal
Rupandehi,Saljhandi,32911,A.P.O.,Nepal
Rupandehi,Suryapura,32912,A.P.O.,Nepal
Rupandehi,Tenuhawa,32913,A.P.O.,Nepal
Rupandehi,Lumbini,32914,A.P.O.,Nepal
Rupandehi,Betkuiya,32915,A.P.O.,Nepal
Rupandehi,Mahadehiya,32916,A.P.O.,Nepal
Salyan,Salyan,22200,D.P.O.,Nepal
Salyan,Kalimati Kalche,22201,A.P.O.,Nepal
Salyan,Luham,22202,A.P.O.,Nepal
Salyan,Dhanbang,22203,A.P.O.,Nepal
Salyan,Mahaneta,22204,A.P.O.,Nepal
Salyan,Malneta,22207,A.P.O.,Nepal
Salyan,Maidu,22208,A.P.O.,Nepal
Salyan,Ragechour,22209,A.P.O.,Nepal
Salyan,Bhalchaur,22210,A.P.O.,Nepal
Salyan,Tharmare,22211,A.P.O.,Nepal
Sankhuwasabha,Sankhuwasabha,56900,D.P.O.,Nepal
Sankhuwasabha,Hatiya,56901,A.P.O.,Nepal
Sankhuwasabha,Hedangana,56902,A.P.O.,Nepal
Sankhuwasabha,Tamku,56903,A.P.O.,Nepal
Sankhuwasabha,Chandanpur,56904,A.P.O.,Nepal
Sankhuwasabha,Bahrabishe,56905,A.P.O.,Nepal
Sankhuwasabha,Tumlingtar,56906,A.P.O.,Nepal
Sankhuwasabha,Wana,56907,A.P.O.,Nepal
Sankhuwasabha,Shidhakali,56908,A.P.O.,Nepal
Sankhuwasabha,Madi,56909,A.P.O.,Nepal
Sankhuwasabha,Ankhibhui,56910,A.P.O.,Nepal
Sankhuwasabha,Mamling,56911,A.P.O.,Nepal
Sankhuwasabha,Manebhanjyang,56912,A.P.O.,Nepal
Sankhuwasabha,Chainpur,56913,A.P.O.,Nepal
Saptari,Saptari,56400,D.P.O.,Nepal
Saptari,Hanuman Nagar,56401,A.P.O.,Nepal
Saptari,Bairaba,56402,A.P.O.,Nepal
Saptari,Phattepur,56403,A.P.O.,Nepal
Saptari,Kanchanpur,56404,A.P.O.,Nepal
Saptari,Praswani,56405,A.P.O.,Nepal
Saptari,Bhagawatpur,56406,A.P.O.,Nepal
Saptari,Koiladi,56407,A.P.O.,Nepal
Saptari,Chhinnamasta,56408,A.P.O.,Nepal
Saptari,Bishnupur,56409,A.P.O.,Nepal
Saptari,Rupani,56411,A.P.O.,Nepal
Saptari,Pato,56412,A.P.O.,Nepal
Saptari,Arnaha,56413,A.P.O.,Nepal
Saptari,Kalyanpur,56414,A.P.O.,Nepal
Saptari,Bodebarsain,56415,A.P.O.,Nepal
Saptari,Sisawa,56416,A.P.O.,Nepal
Saptari,Kadarwona,56417,A.P.O.,Nepal
Saptari,Bhardaha,56418,A.P.O.,Nepal
Sarlahi,Sarlahi,45800,D.P.O.,Nepal
Sarlahi,Lalbandi,45801,A.P.O.,Nepal
Sarlahi,Bayalbas,45802,A.P.O.,Nepal
Sarlahi,Haripurwa,45803,A.P.O.,Nepal
Sarlahi,Hariaun,45804,A.P.O.,Nepal
Sarlahi,Haripur,45805,A.P.O.,Nepal
Sarlahi,Brahmapuri,45806,A.P.O.,Nepal
Sarlahi,Kaudena,45809,A.P.O.,Nepal
Sarlahi,Barahathawa,45810,A.P.O.,Nepal
Sarlahi,Sundarpur,45811,A.P.O.,Nepal
Sarlahi,Dumariya,45813,A.P.O.,Nepal
Sarlahi,Karmaiya,45814,A.P.O.,Nepal
Sarlahi,Harkathawa,45815,A.P.O.,Nepal
Sarlahi,Ramnagar(Bahuarwa),45816,A.P.O.,Nepal
Sarlahi,Chhatauna,45817,A.P.O.,Nepal
Sindhuli,Sindhuli,45900,D.P.O.,Nepal
Sindhuli,Solpa,45901,A.P.O.,Nepal
Sindhuli,Bahun Tilpung,45902,A.P.O.,Nepal
Sindhuli,Dudhauli,45903,A.P.O.,Nepal
Sindhuli,Dakaha,45904,A.P.O.,Nepal
Sindhuli,Gwaltar,45905,A.P.O.,Nepal
Sindhuli,Khurkot,45906,A.P.O.,Nepal
Sindhuli,Belghari,45907,A.P.O.,Nepal
Sindhuli,Bhiman,45909,A.P.O.,Nepal
Sindhuli,Jhanga Jholi,45910,A.P.O.,Nepal
Sindhuli,Netrakali,45911,A.P.O.,Nepal
Sindhuli,Kapilakot,45912,A.P.O.,Nepal
Sindhuli,Pipalmadhiratanpur,45913,A.P.O.,Nepal
Sindhupalchok,Sindhupalchok,45300,D.P.O.,Nepal
Sindhupalchok,Kodari,45301,A.P.O.,Nepal
Sindhupalchok,Barabise,45302,A.P.O.,Nepal
Sindhupalchok,Atarpur,45304,A.P.O.,Nepal
Sindhupalchok,Lamosanghu,45305,A.P.O.,Nepal
Sindhupalchok,Nawalpur,45306,A.P.O.,Nepal
Sindhupalchok,Pangtang,45307,A.P.O.,Nepal
Sindhupalchok,Jalbire,45308,A.P.O.,Nepal
Sindhupalchok,Bhotsipa,45309,A.P.O.,Nepal
Sindhupalchok,Melamchi Bahunepati,45310,A.P.O.,Nepal
Sindhupalchok,Gyalthum,45311,A.P.O.,Nepal
Sindhupalchok,Thangapaldhap,45312,A.P.O.,Nepal
Sindhupalchok,Dubachaur,45313,A.P.O.,Nepal
Sindhupalchok,Balephi,45314,A.P.O.,Nepal
Siraha,Siraha,56500,D.P.O.,Nepal
Siraha,Bastipur,56501,A.P.O.,Nepal
Siraha,Lahan,56502,A.P.O.,Nepal
Siraha,Bhagawanpur,56503,A.P.O.,Nepal
Siraha,Dhanagadhi,56504,A.P.O.,Nepal
Siraha,Maheshpur patari,56505,A.P.O.,Nepal
Siraha,Bariyarpatti,56506,A.P.O.,Nepal
Siraha,Golbazar (Asanpur),56508,A.P.O.,Nepal
Siraha,Sukhipur,56509,A.P.O.,Nepal
Siraha,Bishnupur,56511,A.P.O.,Nepal
Siraha,Belha,56512,A.P.O.,Nepal
Siraha,Madar,56513,A.P.O.,Nepal
Siraha,Mirchaiya,56515,A.P.O.,Nepal
Siraha,Bandipur,56516,A.P.O.,Nepal
Siraha,Kalyanpur,56517,A.P.O.,Nepal
Solukhumbu,Solukhumbu,56000,D.P.O.,Nepal
Solukhumbu,Namche Bazar,56002,A.P.O.,Nepal
Solukhumbu,Sotang,56004,A.P.O.,Nepal
Solukhumbu,Jubu,56005,A.P.O.,Nepal
Solukhumbu,Nele,56006,A.P.O.,Nepal
Solukhumbu,Necha,56007,A.P.O.,Nepal
Solukhumbu,Shishakhola,56008,A.P.O.,Nepal
Solukhumbu,Himaganga,56009,A.P.O.,Nepal
Solukhumbu,Lukla,56010,A.P.O.,Nepal
Sunsari,Sunsari,56700,D.P.O.,Nepal
Sunsari,Mangalbare,56702,A.P.O.,Nepal
Sunsari,Chatara,56703,A.P.O.,Nepal
Sunsari,Bakalauri,56704,A.P.O.,Nepal
Sunsari,Itahari,56705,A.P.O.,Nepal
Sunsari,Simariya,56706,A.P.O.,Nepal
Sunsari,Duhabi,56707,A.P.O.,Nepal
Sunsari,Chimadi,56708,A.P.O.,Nepal
Sunsari,Jhumka,56709,A.P.O.,Nepal
Sunsari,Inarauwa,56710,A.P.O.,Nepal
Sunsari,Aurabari,56711,A.P.O.,Nepal
Sunsari,Dewangunj,56712,A.P.O.,Nepal
Sunsari,Madhuvan,56713,A.P.O.,Nepal
Sunsari,Laukahee,56714,A.P.O.,Nepal
Sunsari,Bhutaha,56715,A.P.O.,Nepal
Sunsari,Mahendra Nagar,56716,A.P.O.,Nepal
Sunsari,Chhitaha,56717,A.P.O.,Nepal
Surkhet,Surkhet,21700,D.P.O.,Nepal
Surkhet,Chhinchu,21701,A.P.O.,Nepal
Surkhet,Ramghat,21702,A.P.O.,Nepal
Surkhet,Sahare,21703,A.P.O.,Nepal
Surkhet,Gumi,21704,A.P.O.,Nepal
Surkhet,Bheriganga,21705,A.P.O.,Nepal
Surkhet,Matela,21706,A.P.O.,Nepal
Surkhet,Garpan,21707,A.P.O.,Nepal
Surkhet,Kunathari,21709,A.P.O.,Nepal
Surkhet,Babiyachaur,21710,A.P.O.,Nepal
Surkhet,Gutu,21711,A.P.O.,Nepal
Syanja,Syangja,33800,A.P.O.,Nepal
Syanja,Kolma,33802,A.P.O.,Nepal
Syanja,Kichnas,33803,A.P.O.,Nepal
Syanja,Jharkham,33804,A.P.O.,Nepal
Syanja,Arjunchaupari,33805,A.P.O.,Nepal
Syanja,Panchamul,33806,A.P.O.,Nepal
Syanja,Rangethanti,33807,A.P.O.,Nepal
Syanja,Fedikhola,33808,A.P.O.,Nepal
Syanja,Bhumare,33811,A.P.O.,Nepal
Syanja,Kyakmi,33812,A.P.O.,Nepal
Syanja,Waidha Bhanjhyang,33813,A.P.O.,Nepal
Syanja,Chapakot,33814,A.P.O.,Nepal
Syanja,Galyang,33815,A.P.O.,Nepal
Tanahun,Tanahun,33900,D.P.O.,Nepal
Tanahun,Tuhure Pasal,33902,A.P.O.,Nepal
Tanahun,Manechauka,33903,A.P.O.,Nepal
Tanahun,Bandipur,33904,A.P.O.,Nepal
Tanahun,Aanbu Khaireni,33905,A.P.O.,Nepal
Tanahun,Baidi,33906,A.P.O.,Nepal
Tanahun,Kahunshivapur,33907,A.P.O.,Nepal
Tanahun,Rising Ranipokhari,33908,A.P.O.,Nepal
Tanahun,Ghiring Sundhara,33909,A.P.O.,Nepal
Tanahun,Bhimad,33910,A.P.O.,Nepal
Tanahun,Lamagaun,33911,A.P.O.,Nepal
Tanahun,Khairenitar,33912,A.P.O.,Nepal
Tanahun,Shisha Ghat,33913,A.P.O.,Nepal
Tanahun,Dumre,33914,A.P.O.,Nepal
Tanahun,Devaghat,33915,A.P.O.,Nepal
Taplajung,Khewang,57501,A.P.O.,Nepal
Taplajung,Sadeba,57502,A.P.O.,Nepal
Taplajung,Thokimba,57509,A.P.O.,Nepal
Taplajung,Dobhan,57510,A.P.O.,Nepal
Taplajung,Taplejung,57500,A.P.O.,Nepal
Taplajung,Sinam,57503,A.P.O.,Nepal
Taplajung,Pedang,57504,A.P.O.,Nepal
Taplajung,Thechambu,57505,A.P.O.,Nepal
Taplajung,Siwang,57506,A.P.O.,Nepal
Taplajung,Khokling,57507,A.P.O.,Nepal
Taplajung,Olangchunggola,57508,A.P.O.,Nepal
Taplajung,Change,57511,A.P.O.,Nepal
Taplajung,Hangpang,57512,A.P.O.,Nepal
Terhathum,Terhathum,57100,D.P.O.,Nepal
Terhathum,Jirikhimti,57102,A.P.O.,Nepal
Terhathum,Tinjure,57103,A.P.O.,Nepal
Terhathum,Basantapur,57104,A.P.O.,Nepal
Terhathum,Sudap,57105,A.P.O.,Nepal
Terhathum,Hamarjung,57106,A.P.O.,Nepal
Terhathum,Morahang,57107,A.P.O.,Nepal
Terhathum,Pokalawang,57108,A.P.O.,Nepal
Terhathum,Mulpani,57110,A.P.O.,Nepal
Terhathum,Iwa,57111,A.P.O.,Nepal
Udayapur,Udayapur,56300,D.P.O.,Nepal
Udayapur,Ratapani (Thoksila),56301,A.P.O.,Nepal
Udayapur,Beltar,56302,A.P.O.,Nepal
Udayapur,Hadiya,56303,A.P.O.,Nepal
Udayapur,Pokhari,56305,A.P.O.,Nepal
Udayapur,Baraha,56306,A.P.O.,Nepal
Udayapur,Bhutar,56307,A.P.O.,Nepal
Udayapur,Rampur Jhilke,56308,A.P.O.,Nepal
Udayapur,Udayapur Gadhi,56309,A.P.O.,Nepal
Udayapur,Katari,56310,A.P.O.,Nepal
Udayapur,Sorung Chhabise,56311,A.P.O.,Nepal
Udayapur,Rauta Murkuchi,56312,A.P.O.,Nepal
